Path,Gender,Age,Ethnicity,Facial Emotion,Identity
datasets_with_standard_labels\RAF-DB\train\images\00007260,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007261,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007262,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007263,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007264,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007265,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007266,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007267,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007268,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007269,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007270,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007271,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007272,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007273,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007274,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007275,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007276,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007277,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007278,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007279,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007280,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007281,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007282,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007283,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007284,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007285,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007286,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007287,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007288,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007289,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007290,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007291,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007292,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007293,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007294,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007295,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007296,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007297,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007298,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007299,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007300,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007301,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007302,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007303,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007304,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007305,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007306,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007307,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007308,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007309,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007310,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007311,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007312,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007313,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007314,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007315,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007316,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007317,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007318,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007319,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007320,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007321,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007322,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007323,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007324,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007325,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007326,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007327,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007328,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007329,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007330,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007331,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007332,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007333,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007334,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007335,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007336,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007337,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007338,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007339,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007340,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007341,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007342,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007343,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007344,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007345,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007346,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007347,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007348,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007349,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007350,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007351,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007352,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007353,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007354,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007355,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007356,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007357,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007358,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007359,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007360,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007361,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007362,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007363,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007364,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007365,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007366,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007367,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007368,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007369,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007370,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007371,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007372,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007373,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007374,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007375,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007376,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007377,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007378,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007379,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007380,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007381,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007382,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007383,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007384,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007385,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007386,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007387,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007388,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007389,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007390,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007391,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007392,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007393,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007394,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007395,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007396,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007397,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007398,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007399,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007400,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007401,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007402,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007403,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007404,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007405,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007406,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007407,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007408,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007409,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007410,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007411,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007412,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007413,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007414,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007415,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007416,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007417,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007418,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007419,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007420,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007421,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007422,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007423,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007424,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007425,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007426,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007427,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007428,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007429,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007430,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007431,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007432,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007433,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007434,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007435,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007436,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007437,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007438,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007439,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007440,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007441,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007442,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007443,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007444,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007445,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007446,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007447,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007448,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007449,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007450,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007451,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007452,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007453,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007454,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007455,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007456,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007457,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007458,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007459,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007460,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007461,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007462,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007463,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007464,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007465,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007466,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007467,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007468,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007469,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007470,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007471,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007472,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007473,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007474,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007475,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007476,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007477,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007478,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007479,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007480,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007481,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007482,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007483,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007484,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007485,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007486,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007487,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007488,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007489,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007490,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007491,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007492,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007493,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007494,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007495,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007496,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007497,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007498,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007499,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007500,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007501,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007502,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007503,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007504,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007505,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007506,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007507,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007508,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007509,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007510,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007511,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007512,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007513,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007514,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007515,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007516,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007517,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007518,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007519,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007520,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007521,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007522,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007523,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007524,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007525,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007526,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007527,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007528,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007529,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007530,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007531,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007532,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007533,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007534,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007535,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007536,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007537,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007538,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007539,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007540,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007541,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007542,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007543,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007544,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007545,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007546,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007547,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007548,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007549,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007550,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007551,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007552,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007553,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007554,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007555,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007556,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007557,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007558,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007559,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007560,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007561,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00007562,0,-100.0,-100.0,3,-100.0
